type_of_order,order_no,account_no,sec_symbol,trading_datetime,trading_unit,trading_price,trading_amt
SELL,ORD20250703201044860910_5264,ACC049,CRC,2025-06-17 16:01:26,100,34.24,3424.0
BUY,ORD20250703201044860863_5386,ACC087,MINT,2025-06-17 16:01:40,8500,33.55,285175.0
SELL,ORD20250703201044861091_5121,ACC157,KBANK,2025-06-17 16:03:51,100,137.72,13772.0
SELL,ORD20250703201044860627_5725,ACC192,KTC,2025-06-17 16:05:03,2200,47.37,104214.0
SELL,ORD20250703201044860152_2559,ACC047,BBL,2025-06-17 16:05:06,100,131.19,13119.0
SELL,ORD20250703201044860041_2479,ACC107,KTB,2025-06-17 16:07:06,8800,17.32,152416.0
SELL,ORD20250703201044860470_2072,ACC180,MINT,2025-06-17 16:07:33,200,34.25,6850.0
BUY,ORD20250703201044859948_5167,ACC084,KTC,2025-06-17 16:08:56,1600,54.02,86432.0
BUY,ORD20250703201044861076_3486,ACC059,CPALL,2025-06-17 16:09:37,2400,53.47,128328.0
BUY,ORD20250703201044859452_4861,ACC117,TRUE,2025-06-17 16:10:19,7400,6.14,45436.0
SELL,ORD20250703201044860108_2832,ACC181,KBANK,2025-06-17 16:12:46,1300,144.24,187512.0
BUY,ORD20250703201044860313_6724,ACC160,KBANK,2025-06-17 16:13:04,900,147.42,132678.0
BUY,ORD20250703201044861046_5902,ACC011,ADVANC,2025-06-17 16:13:38,4400,224.47,987668.0
BUY,ORD20250703201044860441_2094,ACC060,PTT,2025-06-17 16:15:55,7200,33.44,240768.0
BUY,ORD20250703201044860610_1707,ACC115,TISCO,2025-06-17 16:16:05,9000,99.31,893790.0
SELL,ORD20250703201044859864_9132,ACC151,ADVANC,2025-06-17 16:19:04,4300,211.98,911514.0
SELL,ORD20250703201044859678_5265,ACC147,CRC,2025-06-17 16:20:21,3700,30.15,111555.0
SELL,ORD20250703201044860377_9507,ACC187,PTT,2025-06-17 16:20:51,100,31.5,3150.0
BUY,ORD20250703201044860943_8120,ACC061,MINT,2025-06-17 16:21:21,3400,37.2,126480.0
SELL,ORD20250703201044859655_5308,ACC028,OSP,2025-06-17 16:22:08,9300,22.68,210924.0
BUY,ORD20250703201044860465_2517,ACC180,TISCO,2025-06-17 16:22:21,7500,98.95,742125.0
BUY,ORD20250703201044860395_4126,ACC035,INTUCH,2025-06-17 16:24:05,6700,70.87,474829.0
SELL,ORD20250703201044859853_2943,ACC130,KBANK,2025-06-17 16:27:01,1500,149.13,223695.0
BUY,ORD20250703201044859868_2752,ACC151,ADVANC,2025-06-17 16:27:32,1300,222.58,289354.0
BUY,ORD20250703201044859998_9747,ACC037,ADVANC,2025-06-17 16:28:33,9600,228.75,2196000.0
SELL,ORD20250703201044860056_9368,ACC045,SCB,2025-06-17 16:28:52,200,120.16,24032.0
BUY,ORD20250703201044860574_5264,ACC092,OSP,2025-06-17 16:28:54,2100,20.14,42294.0
BUY,ORD20250703201044861072_8943,ACC059,CPALL,2025-06-17 16:29:52,3300,52.89,174537.0
SELL,ORD20250703201044860169_2650,ACC085,TISCO,2025-06-17 16:31:50,8500,97.78,831130.0
SELL,ORD20250703201044860806_1498,ACC050,TISCO,2025-06-17 16:38:03,3800,93.64,355832.0
BUY,ORD20250703201044859859_2318,ACC130,GULF,2025-06-17 16:38:29,8100,49.05,397305.0
BUY,ORD20250703201044860197_6903,ACC164,CRC,2025-06-17 16:38:35,6700,35.25,236175.0
BUY,ORD20250703201044860481_8948,ACC102,AOT,2025-06-17 16:40:14,4400,73.81,324764.0
SELL,ORD20250703201044860201_2414,ACC164,SCB,2025-06-17 16:41:01,300,124.01,37203.0
BUY,ORD20250703201044859659_9594,ACC028,CPALL,2025-06-17 16:43:04,2700,59.57,160839.0
BUY,ORD20250703201044860417_6484,ACC042,TISCO,2025-06-17 16:43:09,8400,92.77,779268.0
BUY,ORD20250703201044860144_6963,ACC047,DELTA,2025-06-17 16:44:23,2800,89.44,250432.0
BUY,ORD20250703201044861096_3418,ACC157,DELTA,2025-06-17 16:45:53,600,83.24,49944.0
BUY,ORD20250703201044860489_6958,ACC102,MINT,2025-06-17 16:45:56,8400,37.95,318780.0
BUY,ORD20250703201044859515_3652,ACC166,INTUCH,2025-06-17 16:46:09,6500,74.31,483015.0
SELL,ORD20250703201044860210_6580,ACC021,MINT,2025-06-17 16:47:28,1400,36.58,51212.0
BUY,ORD20250703201044859433_3170,ACC196,MINT,2025-06-17 16:48:09,5900,36.87,217533.0
SELL,ORD20250703201044859777_7531,ACC041,SCB,2025-06-17 16:48:23,7200,117.21,843912.0
SELL,ORD20250703201044860069_7520,ACC045,TOP,2025-06-17 16:53:07,4800,59.64,286272.0
SELL,ORD20250703201044859498_6661,ACC195,TISCO,2025-06-17 16:54:26,8000,91.17,729360.0
BUY,ORD20250703201044861016_9667,ACC023,CPALL,2025-06-17 16:56:25,9900,56.61,560439.0
SELL,ORD20250703201044860348_9234,ACC156,TISCO,2025-06-17 16:56:28,500,96.59,48295.0
BUY,ORD20250703201044860024_3729,ACC027,OSP,2025-06-17 16:58:50,9400,24.72,232368.0
SELL,ORD20250703201044860561_3965,ACC175,GULF,2025-06-17 16:59:27,1600,46.28,74048.0
SELL,ORD20250703201044861773_1313,ACC168,KTC,2025-06-18 09:00:10,2600,45.2,117520.0
BUY,ORD20250703201044861787_9961,ACC042,INTUCH,2025-06-18 09:00:33,5800,72.11,418238.0
SELL,ORD20250703201044862381_7305,ACC130,PTT,2025-06-18 09:01:08,9100,36.98,336518.0
SELL,ORD20250703201044862309_8939,ACC151,ADVANC,2025-06-18 09:02:24,1100,229.77,252747.0
BUY,ORD20250703201044861837_3792,ACC094,PTT,2025-06-18 09:04:02,5400,37.45,202230.0
BUY,ORD20250703201044861317_6176,ACC090,SCC,2025-06-18 09:04:19,6200,256.8,1592160.0
BUY,ORD20250703201044863026_8164,ACC018,TOP,2025-06-18 09:04:55,400,56.84,22736.0
SELL,ORD20250703201044862509_4984,ACC022,MINT,2025-06-18 09:05:19,3700,36.53,135161.0
BUY,ORD20250703201044862458_3249,ACC136,TISCO,2025-06-18 09:06:04,400,97.27,38908.0
BUY,ORD20250703201044862554_2494,ACC124,BDMS,2025-06-18 09:07:08,3100,27.17,84227.0
SELL,ORD20250703201044862734_1452,ACC117,TISCO,2025-06-18 09:07:27,9900,91.27,903573.0
SELL,ORD20250703201044861685_9192,ACC057,KBANK,2025-06-18 09:07:29,300,145.75,43725.0
BUY,ORD20250703201044862856_4411,ACC149,KTB,2025-06-18 09:07:36,1400,19.94,27916.0
SELL,ORD20250703201044862913_7925,ACC125,TOP,2025-06-18 09:08:59,1200,54.06,64872.0
BUY,ORD20250703201044862127_8648,ACC162,GULF,2025-06-18 09:12:46,9400,41.56,390664.0
SELL,ORD20250703201044861987_5416,ACC012,CPALL,2025-06-18 09:14:28,300,56.81,17043.0
BUY,ORD20250703201044862133_1649,ACC162,AOT,2025-06-18 09:15:25,7600,66.31,503956.0
SELL,ORD20250703201044862535_5247,ACC166,TISCO,2025-06-18 09:15:41,600,95.35,57210.0
SELL,ORD20250703201044862710_6031,ACC147,BDMS,2025-06-18 09:16:07,4600,26.98,124108.0
BUY,ORD20250703201044861547_9203,ACC040,SCB,2025-06-18 09:17:00,5800,129.55,751390.0
SELL,ORD20250703201044862869_7838,ACC197,AOT,2025-06-18 09:18:47,2100,70.18,147378.0
BUY,ORD20250703201044861404_9703,ACC198,PTT,2025-06-18 09:19:27,8800,33.26,292688.0
SELL,ORD20250703201044862860_4396,ACC149,OSP,2025-06-18 09:20:27,4000,23.55,94200.0
SELL,ORD20250703201044861385_7248,ACC178,KTC,2025-06-18 09:21:41,2800,48.49,135772.0
BUY,ORD20250703201044862412_8106,ACC017,TRUE,2025-06-18 09:22:07,6100,5.03,30683.0
BUY,ORD20250703201044862175_9084,ACC114,PTT,2025-06-18 09:23:00,4900,35.11,172039.0
BUY,ORD20250703201044862022_4142,ACC054,TISCO,2025-06-18 09:24:02,5900,92.41,545219.0
BUY,ORD20250703201044861809_9201,ACC032,BBL,2025-06-18 09:24:33,2400,131.02,314448.0
SELL,ORD20250703201044862693_7314,ACC073,KTC,2025-06-18 09:25:20,700,54.15,37905.0
BUY,ORD20250703201044862563_3117,ACC124,GULF,2025-06-18 09:26:46,4000,43.33,173320.0
BUY,ORD20250703201044861239_1810,ACC075,TISCO,2025-06-18 09:26:47,2900,97.79,283591.0
SELL,ORD20250703201044863213_6752,ACC047,INTUCH,2025-06-18 09:27:11,100,75.14,7514.0
BUY,ORD20250703201044862026_2555,ACC054,PTT,2025-06-18 09:27:11,1300,31.01,40313.0
SELL,ORD20250703201044861862_2310,ACC180,BDMS,2025-06-18 09:27:34,200,26.08,5216.0
SELL,ORD20250703201044862368_9198,ACC001,AOT,2025-06-18 09:28:49,8200,65.39,536198.0
BUY,ORD20250703201044862661_5084,ACC189,KTC,2025-06-18 09:28:53,5400,46.44,250776.0
BUY,ORD20250703201044861758_9482,ACC070,BDMS,2025-06-18 09:30:19,8100,25.46,206226.0
BUY,ORD20250703201044861982_7068,ACC111,MINT,2025-06-18 09:31:07,4700,31.29,147063.0
SELL,ORD20250703201044863277_5842,ACC169,TISCO,2025-06-18 09:31:08,100,93.56,9356.0
SELL,ORD20250703201044862500_4389,ACC022,KTB,2025-06-18 09:31:29,400,17.22,6888.0
SELL,ORD20250703201044861726_2426,ACC150,INTUCH,2025-06-18 09:33:40,7200,74.69,537768.0
SELL,ORD20250703201044863286_1252,ACC013,TOP,2025-06-18 09:35:36,100,59.98,5998.0
SELL,ORD20250703201044861226_5704,ACC154,TISCO,2025-06-18 09:36:25,3100,96.54,299274.0
SELL,ORD20250703201044862291_2727,ACC191,TOP,2025-06-18 09:38:37,12200,51.2,624640.0
BUY,ORD20250703201044861938_6356,ACC181,BDMS,2025-06-18 09:38:54,100,28.58,2858.0
SELL,ORD20250703201044863257_2092,ACC072,TRUE,2025-06-18 09:40:47,1300,5.15,6695.0
BUY,ORD20250703201044862304_9122,ACC151,BBL,2025-06-18 09:41:07,7300,137.71,1005283.0
SELL,ORD20250703201044862333_8073,ACC171,OSP,2025-06-18 09:41:46,600,20.16,12096.0
BUY,ORD20250703201044861796_2467,ACC007,TRUE,2025-06-18 09:42:48,9200,6.89,63388.0
SELL,ORD20250703201044862042_2682,ACC118,TISCO,2025-06-18 09:43:10,3700,91.51,338587.0
SELL,ORD20250703201044862320_1943,ACC171,DELTA,2025-06-18 09:44:45,11000,85.4,939400.0
SELL,ORD20250703201044861676_6551,ACC037,TISCO,2025-06-18 09:45:04,25800,90.98,2347284.0
BUY,ORD20250703201044863127_5074,ACC028,TOP,2025-06-18 09:47:10,9900,51.78,512622.0
BUY,ORD20250703201044862526_5405,ACC182,PTT,2025-06-18 09:52:23,10000,35.63,356300.0
BUY,ORD20250703201044862689_9529,ACC073,KTC,2025-06-18 09:53:12,4100,46.05,188805.0
BUY,ORD20250703201044862073_6201,ACC084,ADVANC,2025-06-18 09:54:05,8100,213.84,1732104.0
SELL,ORD20250703201044862742_4828,ACC099,BBL,2025-06-18 09:54:48,1600,142.84,228544.0
BUY,ORD20250703201044861916_4907,ACC074,SCB,2025-06-18 09:55:45,8400,117.27,985068.0
BUY,ORD20250703201044862985_3721,ACC119,DELTA,2025-06-18 09:56:35,7600,83.22,632472.0
SELL,ORD20250703201044862657_5905,ACC189,KTC,2025-06-18 09:58:42,7600,50.44,383344.0
BUY,ORD20250703201044862046_8311,ACC118,TISCO,2025-06-18 09:59:39,3500,90.25,315875.0
SELL,ORD20250703201044862386_6046,ACC130,ADVANC,2025-06-18 09:59:47,300,224.25,67275.0
BUY,ORD20250703201044862463_7666,ACC156,INTUCH,2025-06-18 10:00:13,8400,73.15,614460.0
SELL,ORD20250703201044862990_7192,ACC034,ADVANC,2025-06-18 10:00:36,2700,208.99,564273.0
BUY,ORD20250703201044861752_2490,ACC070,GULF,2025-06-18 10:01:53,5800,44.62,258796.0
SELL,ORD20250703201044862505_1463,ACC022,KTB,2025-06-18 10:02:39,200,18.59,3718.0
BUY,ORD20250703201044862359_6012,ACC096,AOT,2025-06-18 10:02:57,7000,74.15,519050.0
SELL,ORD20250703201044863018_5229,ACC193,AOT,2025-06-18 10:04:04,4900,60.35,295715.0
SELL,ORD20250703201044862417_9756,ACC017,TRUE,2025-06-18 10:09:53,3000,6.14,18420.0
BUY,ORD20250703201044861466_8310,ACC020,ADVANC,2025-06-18 10:12:03,400,211.45,84580.0
BUY,ORD20250703201044862087_2361,ACC035,SCC,2025-06-18 10:15:09,8600,261.39,2247954.0
SELL,ORD20250703201044863203_7648,ACC175,GULF,2025-06-18 10:16:20,4000,43.84,175360.0
SELL,ORD20250703201044861563_8109,ACC062,PTT,2025-06-18 10:16:25,7700,33.03,254331.0
BUY,ORD20250703201044863219_3392,ACC047,SCC,2025-06-18 10:17:09,4100,257.18,1054438.0
SELL,ORD20250703201044862972_6337,ACC119,TRUE,2025-06-18 10:18:37,6300,6.52,41076.0
BUY,ORD20250703201044863146_8154,ACC033,CPALL,2025-06-18 10:19:21,7400,57.89,428386.0
BUY,ORD20250703201044862838_3874,ACC019,TOP,2025-06-18 10:19:44,300,57.42,17226.0
SELL,ORD20250703201044862951_2290,ACC077,TOP,2025-06-18 10:23:52,5300,51.99,275547.0
BUY,ORD20250703201044862190_5118,ACC079,ADVANC,2025-06-18 10:25:52,7600,214.33,1628908.0
BUY,ORD20250703201044861557_1142,ACC062,BDMS,2025-06-18 10:28:00,8800,29.25,257400.0
BUY,ORD20250703201044861903_5230,ACC186,CPALL,2025-06-18 10:29:16,3300,54.02,178266.0
BUY,ORD20250703201044861622_5905,ACC097,MINT,2025-06-18 10:33:05,5200,37.26,193752.0
SELL,ORD20250703201044863118_1054,ACC080,BDMS,2025-06-18 10:33:09,200,29.49,5898.0
BUY,ORD20250703201044863244_3374,ACC068,PTT,2025-06-18 10:33:54,5800,30.09,174522.0
BUY,ORD20250703201044861290_1895,ACC112,INTUCH,2025-06-18 10:37:06,100,79.49,7949.0
BUY,ORD20250703201044862373_9296,ACC130,KTC,2025-06-18 10:38:32,7000,53.05,371350.0
BUY,ORD20250703201044861763_9364,ACC064,TOP,2025-06-18 10:39:43,1500,51.57,77355.0
SELL,ORD20250703201044862998_5026,ACC034,PTT,2025-06-18 10:40:18,3300,31.52,104016.0
BUY,ORD20250703201044862653_9402,ACC189,SCB,2025-06-18 10:41:41,1300,124.38,161694.0
BUY,ORD20250703201044862077_2409,ACC084,OSP,2025-06-18 10:41:50,3000,23.73,71190.0
SELL,ORD20250703201044861334_1441,ACC137,CRC,2025-06-18 10:41:59,2100,36.66,76986.0
SELL,ORD20250703201044861853_2336,ACC067,OSP,2025-06-18 10:43:40,3500,22.43,78505.0
SELL,ORD20250703201044863007_5713,ACC193,TRUE,2025-06-18 10:44:26,100,5.92,592.0
SELL,ORD20250703201044862472_2995,ACC156,KTB,2025-06-18 10:44:34,2700,18.94,51138.0
BUY,ORD20250703201044861525_5337,ACC076,CPALL,2025-06-18 10:44:56,7500,59.15,443625.0
BUY,ORD20250703201044863011_7044,ACC193,KTB,2025-06-18 10:45:26,2600,17.41,45266.0
BUY,ORD20250703201044861219_5650,ACC091,CPALL,2025-06-18 10:45:40,1100,59.1,65010.0
BUY,ORD20250703201044862235_5017,ACC127,SCB,2025-06-18 10:45:44,100,119.3,11930.0
SELL,ORD20250703201044862226_7924,ACC102,TRUE,2025-06-18 10:46:21,3400,6.53,22202.0
BUY,ORD20250703201044862325_9565,ACC171,TISCO,2025-06-18 10:47:36,9700,99.62,966314.0
BUY,ORD20250703201044862812_4629,ACC026,BBL,2025-06-18 10:50:47,1900,141.2,268280.0
BUY,ORD20250703201044862760_8288,ACC174,TRUE,2025-06-18 10:53:08,1800,6.27,11286.0
BUY,ORD20250703201044861399_7438,ACC003,KBANK,2025-06-18 10:54:12,6700,148.18,992806.0
SELL,ORD20250703201044861345_7220,ACC115,SCC,2025-06-18 10:55:44,100,264.52,26452.0
BUY,ORD20250703201044862842_3321,ACC164,AOT,2025-06-18 10:56:32,2000,70.81,141620.0
BUY,ORD20250703201044862604_6721,ACC105,TOP,2025-06-18 11:00:11,6900,56.55,390195.0
BUY,ORD20250703201044861598_5736,ACC177,AOT,2025-06-18 11:01:11,2300,70.44,162012.0
BUY,ORD20250703201044863131_4017,ACC028,SCB,2025-06-18 11:01:47,5000,126.46,632300.0
BUY,ORD20250703201044861328_5160,ACC137,SCC,2025-06-18 11:01:56,8400,278.44,2338896.0
BUY,ORD20250703201044862221_4042,ACC102,TISCO,2025-06-18 11:02:35,9300,90.46,841278.0
BUY,ORD20250703201044862199_4437,ACC014,BBL,2025-06-18 11:03:03,10000,131.87,1318700.0
SELL,ORD20250703201044862904_5297,ACC125,PTT,2025-06-18 11:03:30,6000,30.81,184860.0
BUY,ORD20250703201044862715_3799,ACC046,MINT,2025-06-18 11:04:33,1500,36.16,54240.0
BUY,ORD20250703201044862784_5968,ACC044,ADVANC,2025-06-18 11:06:14,4800,200.05,960240.0
SELL,ORD20250703201044861358_3824,ACC115,TRUE,2025-06-18 11:06:22,12100,5.37,64977.0
SELL,ORD20250703201044861643_5064,ACC015,CPALL,2025-06-18 11:07:42,2200,57.86,127292.0
SELL,ORD20250703201044861648_7614,ACC002,ADVANC,2025-06-18 11:08:03,3500,214.73,751555.0
BUY,ORD20250703201044861443_1333,ACC100,AOT,2025-06-18 11:08:12,8600,62.59,538274.0
BUY,ORD20250703201044861394_6950,ACC021,CPALL,2025-06-18 11:08:36,7800,53.21,415038.0
BUY,ORD20250703201044862600_3854,ACC105,SCC,2025-06-18 11:10:13,6500,260.22,1691430.0
SELL,ORD20250703201044861996_9522,ACC012,SCC,2025-06-18 11:10:54,800,252.91,202328.0
BUY,ORD20250703201044862977_1408,ACC119,GULF,2025-06-18 11:11:09,700,48.36,33852.0
BUY,ORD20250703201044862595_5968,ACC139,KBANK,2025-06-18 11:11:41,8000,133.05,1064400.0
SELL,ORD20250703201044861299_3583,ACC113,KTB,2025-06-18 11:13:21,3700,17.5,64750.0
BUY,ORD20250703201044861434_5870,ACC027,PTT,2025-06-18 11:14:45,6800,35.4,240720.0
SELL,ORD20250703201044862267_6619,ACC058,DELTA,2025-06-18 11:15:30,9600,90.09,864864.0
BUY,ORD20250703201044861882_5328,ACC024,CRC,2025-06-18 11:17:09,8500,32.63,277355.0
SELL,ORD20250703201044862738_1314,ACC099,INTUCH,2025-06-18 11:17:41,600,75.74,45444.0
SELL,ORD20250703201044862300_7965,ACC031,SCB,2025-06-18 11:17:41,7300,127.57,931261.0
BUY,ORD20250703201044862719_8678,ACC046,CPALL,2025-06-18 11:18:11,2200,56.21,123662.0
BUY,ORD20250703201044861321_3348,ACC135,SCC,2025-06-18 11:18:36,8800,278.4,2449920.0
BUY,ORD20250703201044862276_2831,ACC165,CRC,2025-06-18 11:19:58,5100,30.34,154734.0
SELL,ORD20250703201044863262_4302,ACC072,DELTA,2025-06-18 11:20:00,5300,81.64,432692.0
BUY,ORD20250703201044863199_8466,ACC175,BDMS,2025-06-18 11:21:11,6800,25.76,175168.0
BUY,ORD20250703201044862408_6329,ACC121,KTB,2025-06-18 11:21:21,1100,17.07,18777.0
SELL,ORD20250703201044863086_8815,ACC055,CRC,2025-06-18 11:24:23,6600,32.63,215358.0
BUY,ORD20250703201044862390_6717,ACC121,TRUE,2025-06-18 11:24:30,1700,6.02,10234.0
BUY,ORD20250703201044862204_6460,ACC014,TOP,2025-06-18 11:25:01,8900,55.89,497421.0
BUY,ORD20250703201044862096_3243,ACC158,PTT,2025-06-18 11:26:10,1500,33.0,49500.0
BUY,ORD20250703201044861631_3222,ACC015,OSP,2025-06-18 11:28:41,6400,20.59,131776.0
SELL,ORD20250703201044862485_9857,ACC092,OSP,2025-06-18 11:29:36,300,23.83,7149.0
BUY,ORD20250703201044861350_6204,ACC115,SCC,2025-06-18 11:30:20,2300,252.7,581210.0
BUY,ORD20250703201044863081_4049,ACC051,ADVANC,2025-06-18 11:37:04,5100,201.79,1029129.0
BUY,ORD20250703201044862399_8635,ACC121,MINT,2025-06-18 11:37:18,9800,36.3,355740.0
BUY,ORD20250703201044861946_3123,ACC181,SCC,2025-06-18 11:38:48,4600,263.64,1212744.0
BUY,ORD20250703201044861594_8727,ACC177,MINT,2025-06-18 11:39:51,8200,37.03,303646.0
SELL,ORD20250703201044861453_6382,ACC100,PTT,2025-06-18 11:42:01,400,37.23,14892.0
BUY,ORD20250703201044861690_3706,ACC057,PTT,2025-06-18 11:44:16,9300,34.4,319920.0
BUY,ORD20250703201044861782_9095,ACC190,KTC,2025-06-18 11:48:48,9200,48.18,443256.0
BUY,ORD20250703201044861698_5645,ACC057,ADVANC,2025-06-18 11:49:07,8900,216.97,1931033.0
BUY,ORD20250703201044863135_3329,ACC126,PTT,2025-06-18 11:49:45,4600,34.66,159436.0
BUY,ORD20250703201044863249_8727,ACC068,KTC,2025-06-18 11:50:58,7200,53.16,382752.0
BUY,ORD20250703201044863041_8204,ACC093,KTC,2025-06-18 11:54:02,9400,47.49,446406.0
SELL,ORD20250703201044861823_7584,ACC032,TISCO,2025-06-18 11:56:59,100,94.05,9405.0
SELL,ORD20250703201044861828_5744,ACC032,BDMS,2025-06-18 11:59:40,9300,25.35,235755.0
BUY,ORD20250703201044862817_3018,ACC026,BBL,2025-06-18 12:01:04,300,149.39,44817.0
BUY,ORD20250703201044862747_1491,ACC099,BDMS,2025-06-18 12:01:31,2900,26.91,78039.0
BUY,ORD20250703201044861891_2284,ACC024,INTUCH,2025-06-18 12:03:41,9300,78.39,729027.0
BUY,ORD20250703201044861657_8574,ACC098,KTC,2025-06-18 12:04:19,7300,46.41,338793.0
BUY,ORD20250703201044863105_1891,ACC080,PTT,2025-06-18 12:04:23,2200,32.19,70818.0
BUY,ORD20250703201044862790_8862,ACC103,CRC,2025-06-18 12:04:41,8900,30.67,272963.0
SELL,ORD20250703201044863152_9138,ACC033,KTC,2025-06-18 12:05:25,2200,52.98,116556.0
SELL,ORD20250703201044862723_7384,ACC117,TISCO,2025-06-18 12:06:51,3900,93.0,362700.0
BUY,ORD20250703201044861665_8132,ACC098,MINT,2025-06-18 12:08:08,9900,33.69,333531.0
SELL,ORD20250703201044862059_4613,ACC036,BDMS,2025-06-18 12:08:52,1400,29.77,41678.0
SELL,ORD20250703201044861741_8536,ACC167,MINT,2025-06-18 12:08:53,100,36.24,3624.0
BUY,ORD20250703201044861553_7251,ACC062,TOP,2025-06-18 12:08:59,9000,51.03,459270.0
SELL,ORD20250703201044861408_8239,ACC198,KTC,2025-06-18 12:12:19,100,45.65,4565.0
BUY,ORD20250703201044862962_8618,ACC009,GULF,2025-06-18 12:13:23,7700,41.37,318549.0
SELL,ORD20250703201044862180_6137,ACC079,BBL,2025-06-18 12:16:31,1600,143.17,229072.0
BUY,ORD20250703201044862160_9406,ACC114,KTC,2025-06-18 12:16:46,6300,53.78,338814.0
BUY,ORD20250703201044862804_4463,ACC103,KTB,2025-06-18 12:16:53,5500,17.4,95700.0
SELL,ORD20250703201044863177_9319,ACC069,BDMS,2025-06-18 12:18:27,900,29.98,26982.0
BUY,ORD20250703201044861367_4531,ACC063,KTC,2025-06-18 12:19:24,1500,47.69,71535.0
SELL,ORD20250703201044861204_2540,ACC045,BBL,2025-06-18 12:19:44,1900,132.66,252054.0
BUY,ORD20250703201044863142_4262,ACC143,KBANK,2025-06-18 12:20:01,9000,143.74,1293660.0
BUY,ORD20250703201044863190_5855,ACC175,BBL,2025-06-18 12:20:21,200,145.09,29018.0
BUY,ORD20250703201044861878_2760,ACC024,TRUE,2025-06-18 12:22:36,2300,5.65,12995.0
BUY,ORD20250703201044861681_3422,ACC057,MINT,2025-06-18 12:24:04,9800,31.6,309680.0
SELL,ORD20250703201044861272_1982,ACC038,OSP,2025-06-18 12:24:21,6800,24.75,168300.0
BUY,ORD20250703201044863186_4625,ACC069,BBL,2025-06-18 12:25:53,100,141.33,14133.0
BUY,ORD20250703201044862008_3112,ACC184,ADVANC,2025-06-18 12:27:33,3400,214.29,728586.0
BUY,ORD20250703201044862900_5930,ACC125,KTB,2025-06-18 12:28:02,1200,19.17,23004.0
SELL,ORD20250703201044863002_1066,ACC034,ADVANC,2025-06-18 12:29:15,400,202.44,80976.0
BUY,ORD20250703201044863208_2651,ACC008,BDMS,2025-06-18 12:33:56,1900,30.0,57000.0
SELL,ORD20250703201044861813_7891,ACC032,ADVANC,2025-06-18 12:35:22,600,204.78,122868.0
BUY,ORD20250703201044861867_6219,ACC133,CRC,2025-06-18 12:35:56,1200,32.89,39468.0
SELL,ORD20250703201044862425_9875,ACC011,ADVANC,2025-06-18 12:36:54,1000,227.5,227500.0
BUY,ORD20250703201044861572_1193,ACC095,TISCO,2025-06-18 12:37:17,6300,96.9,610470.0
BUY,ORD20250703201044861516_1050,ACC061,CPALL,2025-06-18 12:37:47,4700,56.52,265644.0
SELL,ORD20250703201044861991_7976,ACC012,OSP,2025-06-18 12:38:40,5500,21.86,120230.0
BUY,ORD20250703201044861213_8408,ACC091,DELTA,2025-06-18 12:39:42,800,87.45,69960.0
BUY,ORD20250703201044861791_9403,ACC042,KTC,2025-06-18 12:43:21,7500,49.32,369900.0
BUY,ORD20250703201044862780_5109,ACC044,DELTA,2025-06-18 12:45:37,2600,81.31,211406.0
BUY,ORD20250703201044862169_3177,ACC114,BDMS,2025-06-18 12:46:29,1300,29.71,38623.0
SELL,ORD20250703201044861503_6523,ACC148,CPALL,2025-06-18 12:48:07,7700,55.71,428967.0
BUY,ORD20250703201044862981_8241,ACC119,ADVANC,2025-06-18 12:48:15,5400,207.88,1122552.0
SELL,ORD20250703201044863037_1601,ACC093,SCC,2025-06-18 12:49:57,200,251.85,50370.0
BUY,ORD20250703201044863167_7474,ACC048,TRUE,2025-06-18 12:50:11,6000,6.72,40320.0
BUY,ORD20250703201044862230_1836,ACC127,KBANK,2025-06-18 12:50:20,3900,132.6,517140.0
SELL,ORD20250703201044861617_8941,ACC097,PTT,2025-06-18 12:50:39,500,35.87,17935.0
BUY,ORD20250703201044861576_5110,ACC152,GULF,2025-06-18 12:51:41,300,41.14,12342.0
SELL,ORD20250703201044861498_7172,ACC089,ADVANC,2025-06-18 12:52:00,1000,216.27,216270.0
BUY,ORD20250703201044862092_1747,ACC158,BDMS,2025-06-18 12:52:27,3400,27.4,93160.0
BUY,ORD20250703201044863032_4413,ACC018,TOP,2025-06-18 12:52:38,5300,53.3,282490.0
SELL,ORD20250703201044862329_9313,ACC171,DELTA,2025-06-18 12:53:09,1100,89.18,98098.0
BUY,ORD20250703201044861602_2136,ACC177,MINT,2025-06-18 12:53:58,500,37.4,18700.0
SELL,ORD20250703201044861707_5881,ACC101,OSP,2025-06-18 12:55:35,600,20.8,12480.0
BUY,ORD20250703201044861635_5487,ACC015,TISCO,2025-06-18 12:55:58,10000,98.87,988700.0
SELL,ORD20250703201044861942_7274,ACC181,KBANK,2025-06-18 12:55:58,1000,146.19,146190.0
BUY,ORD20250703201044862054_2387,ACC118,PTT,2025-06-18 12:59:10,8200,33.94,278308.0
BUY,ORD20250703201044863054_6170,ACC170,INTUCH,2025-06-18 12:59:11,5800,77.63,450254.0
BUY,ORD20250703201044862795_9279,ACC103,KBANK,2025-06-18 13:00:29,3800,141.77,538726.0
BUY,ORD20250703201044862540_6900,ACC166,OSP,2025-06-18 13:01:52,3600,24.95,89820.0
SELL,ORD20250703201044861381_5711,ACC178,MINT,2025-06-18 13:02:31,100,36.68,3668.0
BUY,ORD20250703201044862880_7260,ACC108,PTT,2025-06-18 13:02:32,4700,31.14,146358.0
BUY,ORD20250703201044862764_8865,ACC174,SCC,2025-06-18 13:03:06,600,275.99,165594.0
